허브드	몽골	country	허브드 주는  << _obj_ >>  서부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 76,060.38㎢, 인구는 76,870명이다.
사인샨드	몽골	country	더르너고비 주는  << _obj_ >>  남동부에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 109,472.30㎢, 인구는 58,612명이다.
블라디미르_베스차스트니흐	러시아_축구_국가대표팀	team	그는 현재,  << _obj_ >>  선수중에서, 2014년 9월 3일, 러시아 힘키의 아레나 힘키 에서 열린 아제르바이잔 축구 국가대표팀과의 경기에서, 2골을 추가로 득점하며, 28골로,A매치 26골을 득점한  << _sbj_ >>  를 제치고, 역대 러시아 축구선수중, 가장 많은 득점을 하여 러시아 최고의 공격수라는 명예에 올랐으며, 이 기록은 자신에 의해 계속 신기록이 수립되고있다.
헤라트_주	아프가니스탄	country	헤라트는 서부  << _obj_ >> 의  << _sbj_ >> 의 주도이다.
콘스탄티누스_10세	로마누스_4세	successor	니케포루스 보타네이아테스는 소아시아의 유력한 군사귀족 출신으로  << _sbj_ >>  및  << _obj_ >>  황제 시기에 제국의 장군으로 복무했다.
라힘쿨로프_칸	무함마드_아민_칸	child	2차 온기라트 왕조 시대의 건축물부터는 예술성을 갖추기 시작하여  << _sbj_ >> 이 세운 하자라스 궁전에 대하여  << _obj_ >> 은 유럽에서 방문한 사람들에게 놀라움을 주었다고 기록했다.
라힘쿨로프_칸	무함마드_아민_칸	successor	2차 온기라트 왕조 시대의 건축물부터는 예술성을 갖추기 시작하여  << _sbj_ >> 이 세운 하자라스 궁전에 대하여  << _obj_ >> 은 유럽에서 방문한 사람들에게 놀라움을 주었다고 기록했다.
파에타노	산마리노	country	SC 파에타노는  << _sbj_ >> 를 연고로 하는  << _obj_ >> 의 축구 클럽이다.
겨울왕국	조시_개드	starring	 2013년 공개된 《 << _sbj_ >> 》 시리즈의 단편 영화로,  << _obj_ >> , 크리스틴 벨, 이디나 멘젤, 조너선 그로프가 목소리 출연한다.
레드_소냐	브리짓_닐센	starring	 2011년, 《콤플렉스》는 쿠니스가 열 번째로 잘못 캐스팅된 영화 영웅으로 선정한 뒤 "그의 캐릭터 모나 색스는 러시아의 암살자로,  << _obj_ >> 이 《 << _sbj_ >> 》 시절 보여준 아마존 여성을 상기시킨다.
필리프_페탱	프랑스_제3공화국	country	 이들은  << _obj_ >> 의 민주주의, 자유주의를 위협하는 가장 강력한 세력으로  << _sbj_ >>  원수의 민족혁명과 르펜의 민족전선의 선구자로 여겨진다.
그라다차츠	보스니아_헤르체고비나	country	NK 즈비예즈다 그라다차츠는  << _sbj_ >> 를 연고로 하는  << _obj_ >> 의 축구 클럽이다.
더_독	이연걸	starring	 이후 2005년  << _obj_ >>  주연의  << _sbj_ >>  사운드트랙과 영국 인디 영화 불렛 보이 사운드트랙에 참여했다.
아비정전	장국영	starring	 2011년에는 구스 반 산트의 밀크, 자비에 돌란의 하트비트 외 3편, 2012년에는 페드로 알모도바르의 내가 사는 피부, 톰 티크베어의 쓰리 외 3편을 상영하였고, 2013년에는  << _obj_ >>  특별전을 통해  << _sbj_ >> , 천녀유혼 등을 소개했다.
시우다드후아레스	멕시코	country	 최종 예선은 2008년 4월 2일부터 4월 9일까지  << _obj_ >>   << _sbj_ >> 에서 열렸다.
비엔_주	프랑스	country	쇼비니는  << _obj_ >>  푸아투샤랑트  << _sbj_ >> 에 위치한 도시로 면적은 95.82㎢, 인구는 7,050명, 인구 밀도는 74명/㎢이다.
북바치카_구	세르비아	country	바치카토폴라는  << _obj_ >>  보이보디나 자치주의  << _sbj_ >> 에 위치한 도시로 면적은 596㎢, 인구는 33,321명이다.
아레초_현	이탈리아	country	코르토나는  << _obj_ >>  토스카나 주  << _sbj_ >> 에 위치한 코무네로 면적은 343㎢, 높이는 494m, 인구는 22,526명, 인구 밀도는 66명/㎢이다.
배리_지토	오클랜드_애슬레틱스	team	1999~2016년의  << _obj_ >>  MLB 3대 투수: 팀 허드슨, 마크 멀더,  << _sbj_ >>
UEFA_슈퍼컵_2017	UEFA_챔피언스리그_2016-17	team	이 경기의 승리 팀은  << _sbj_ >> 에서  << _obj_ >>  우승 팀과 경기를 펼친다.
시드니_올림픽_공원	오스트레일리아	country	스타디움 오스트레일리아는  << _obj_ >>  뉴사우스웨일스 주 시드니 홈부쉬 지역의  << _sbj_ >> 에 위치한 다목적 경기장이다.
모라_(스웨덴)	스웨덴	country	모라 시는  << _obj_ >>  달라르나 주에 위치한 지방 자치체로 행정 중심지는  << _sbj_ >> 이며 면적은 3,111.54㎢, 인구는 20,279명, 인구 밀도는 6.5명/㎢이다.
롤란_섬	덴마크	country	남쪽으로는 독일 연안, 서쪽으로는 윌란 반도, 북쪽으로는  << _obj_ >>   << _sbj_ >> , 팔스테르 섬, 묀 섬, 동쪽으로는 발트 해와 접한다.
훗사_시	일본	country	구마가와 역은  << _obj_ >>  도쿄 도  << _sbj_ >> 에 위치한 동일본 여객철도 이쓰카이치 선의 철도역이다.
아스콜리피체노_현	이탈리아	country	산베네데토델트론토는  << _obj_ >>  마르케 주  << _sbj_ >> 에 위치한 코무네로 면적은 25㎢, 높이는 7m, 인구는 48,700명, 인구 밀도는 1,900명/㎢이다.
안효연	부산_아이파크	team	 결국 2005년 타 팀으로의 이적을 추진하여 전북 현대 모터스로의 이적이 확실시되었으나 고창현과 함께  << _sbj_ >> 과의 맞트레이드로  << _obj_ >> 로 이적하게 되었고, 자신이 원하지 않는 구단으로 이적하게 되자 훈련을 잘 이행하지 않는 등의 불성실한 태도를 보이며 자신의 이적을 요구하였다.
RCTI	인도네시아	country	 그러나 이슬람권 국가 중에서 프로그램 참여 방송국에 이름을 올린 국가가 아주 없진 않았으며, 대표적으로 이집트의 이집트의 통신와  << _obj_ >> 의  << _sbj_ >>  등이 참여했다.
두바이_토후국	아랍에미리트	country	하타는  << _obj_ >>   << _sbj_ >> 에 위치한 도시로 높이는 330m이다.
하프_넬슨	라이언_플렉	director	 주로 동료  << _obj_ >>  감독 협업하며, 그와 같이 연출한 작품으로 《 << _sbj_ >> 》, 《미시시피 그라인드》가 있다.
마그니토고르스크	러시아	country	1951년 2월 2일  << _obj_ >>   << _sbj_ >> 의 우크라이나계 가정에서 태어났으며, 아버지는 볼로디미르 빌리, 어머니는 지나이다 미하일리우나였다.
알자라_주	쿠웨이트	country	알자라는  << _obj_ >>   << _sbj_ >> 의 주도로 인구는 393,432명이다.
코니아일랜드	미국	country	 영화의 배경은 1950년대 후반  << _obj_ >>   << _sbj_ >> 의 놀이공원이다.
토파즈_(1969년_영화)	앨프리드_히치콕	director	  << _obj_ >>  감독의 영화 《 << _sbj_ >> 》에서는 후아니타 역을 맡았다.
김택형	넥센_히어로즈	team	이후 5월 18일에  << _sbj_ >> 과의 1:1 트레이드로  << _obj_ >> 로 이적하였다.
대니_콜린스_(영화)	댄_포글먼	director	 이외에 킴벌리 피어스 감독의 《캐리 》,  << _obj_ >>  감독의 《 << _sbj_ >> 》, 브래드 페이턴 감독의 《샌 안드레아스 》 등의 영화에도 참여했다.
용담공_필리프	용맹공_장	successor	앙투안은  << _sbj_ >> 와 마르그리트 3세 드 플랑드르의 아들로 태어났고  << _obj_ >> 의 형제였다.
라미아_(도시)	그리스	country	 행정 구역 상으로는  << _obj_ >>  중앙그리스 주 프티오티다 현  << _sbj_ >> 에 속한다.
로건_(영화)	보이드_홀브룩	starring	영화 《 << _sbj_ >> 》에서는  << _obj_ >> 이 도널드 피어스를 연기했다.
본_(프랑스)	프랑스	country	유럽 고속도로 17호선 은 벨기에 안트베르펜을 기점으로  << _obj_ >>   << _sbj_ >> 을 종점으로 하는 유럽 고속도로이다.
앤드루_콜린_렌프루	영국	country	아나톨리아 가설은 1987년  << _obj_ >>  고고학자  << _sbj_ >> 가 처음 주장한 신석기 시대 아나톨리아에서 비롯된 원시 인도유럽인에 의해 확산되었다는 가설이다.
닛산_캐시카이	닛산_X-트레일	successor	르노삼성 QM5는 대한민국의 자동차 업체인 르노삼성자동차의 첫 스포츠 유틸리티 자동차로,  << _sbj_ >> 와 닛산 로그 그리고  << _obj_ >> 의 플랫폼을 공유하여 개발됐다.
에두아르두_다_시우바	아스널_FC	team	그는 2008년 2월 23일  << _obj_ >> 과의 경기에서  << _sbj_ >> 의 정강이에 강한 태클을 걸어, 심각한 개방성 골절을 입힌 바 있다.
컨택트_(영화)	드니_빌뇌브	director	 스티브 매퀸 감독의 《헝거 》, 《셰임 》 《노예 12년》,  << _obj_ >>  감독의 《》, 《 << _sbj_ >> 》 등을 작업했다.
메드닌	튀니지	country	메드닌 전투는 1943년 3월 6일  << _obj_ >>   << _sbj_ >> 에서 일어난 제2차 세계 대전의 튀니지 전역의 전투이다.
쥬랜더	벤_스틸러	starring	 이후 독립영화 《세이프 맨》을 1998년 선댄스에서 선보였고, 《미트 페어런츠》와 《 << _sbj_ >> 》의 시나리오를 맡아 제이 로치,  << _obj_ >>  등과 인연을 맺었다.
쥬랜더	벤_스틸러	director	 이후 독립영화 《세이프 맨》을 1998년 선댄스에서 선보였고, 《미트 페어런츠》와 《 << _sbj_ >> 》의 시나리오를 맡아 제이 로치,  << _obj_ >>  등과 인연을 맺었다.
러시아워_(영화)	브렛_래트너	director	애덤 그린버그은 폴란드와 이스라엘 출신의 영화 촬영 기사로, 제임스 캐머런의 터미네이터 이부작을 비롯 제리 저커 감독의 《사랑과 영혼》, 에밀 아르돌리노 감독의 《시스터 액트》,  << _obj_ >>  감독의 《 << _sbj_ >> 》 등의 영화가 대표작이다.
라이프_오브_파이	리안	director	 데이비드 핀처 감독의 《벤자민 버튼의 시간은 거꾸로 간다》,  << _obj_ >>  감독의 《 << _sbj_ >> 》의 촬영 감독을 담당했고, 《라이프 오브 파이》로 2012년 아카데미 촬영상을 받았다.
머니볼_(영화)	베넷_밀러	director	 놀런 감독 작품 외에는 F. 게리 그레이 감독의 《이탈리안 잡 》과  << _obj_ >>  감독의 《 << _sbj_ >> 》이 있다.
이탈리안_잡_(2003년_영화)	F._게리_그레이	director	 놀런 감독 작품 외에는  << _obj_ >>  감독의 《 << _sbj_ >> 》과 베넷 밀러 감독의 《머니볼 》이 있다.
아가_정	일본	country	히가시게조 역은  << _obj_ >>  니가타 현 히가시칸바라 군  << _sbj_ >> 에 위치한 동일본 여객철도 반에쓰사이 선의 철도역이다.
캐스트_어웨이	로버트_저메키스	director	  << _obj_ >>  감독의 영화 《포레스트 검프》로 아카데미 촬영상 후보에 올랐고, 이후 《콘택트 》, 《 << _sbj_ >> 》, 《폴라 익스프레스》, 《얼라이드》까지 저메키스의 작품 촬영을 담당했다.
스즈키_게이타	일본_축구_국가대표팀	team	 2008년 2월 20일 충칭에서 열린  << _obj_ >> 과의 2008년 동아시아컵 경기에서  << _sbj_ >> 와의 몸싸움 도중 그의 멱살을 잡아 양 팀 선수들이 난투극 직전까지 가는 상황이 발생하였으며, 경기 후 일본축구협회가 중화인민공화국 축구 협회에 항의 서한을 전달하기도 하였다.
순수의_시대_(2015년_영화)	강하늘	starring	신인배우 :  << _obj_ >> , 변요한 - 《쎄시봉 》《 << _sbj_ >> 》《스물 》, 《소셜포비아》《마돈나 》
좋아해줘	유아인	starring	남자배우 :  << _obj_ >>  - 《 << _sbj_ >> 》
지우베르투_시우바	아스널_FC	team	2008년의 대변혁 후, 파나티나이코스는 헹크 텐 카터를 감독으로 내정해  << _obj_ >> 의  << _sbj_ >> 와 플루미넨시 FC의 가브리에우 호드리게스 두스 산투스와 같은 고액의 선수들을 영입했다.
김태수_(축구_선수)	인천_유나이티드_FC	team	반면 새로운 선수로 가장 먼저  << _obj_ >> 로부터 베테랑 미드필더  << _sbj_ >> 를 영입했다.
고민혁	울산_현대	team	 같은 날  << _obj_ >> 로부터 미드필더  << _sbj_ >> 을 영입하기도 하였다.
키코_카시야	레알_마드리드_카스티야	team	 카를로스 산체스 가르시아와 다비드 코베뇨의 방출로, 그는  << _obj_ >> 의 주전 선수였고, 안토니오 아단이 그의 후보였으며,  << _sbj_ >> 가 그들 둘의 뒤를 맡았고, 결국 카스티야의 주장 도 맡았다.
걱정하지마	윤다훈	starring	2006년에는 자신의 첫 주연작인 KBS 제2TV 한국방송공사 아침드라마《 << _sbj_ >> 》에 김성령,  << _obj_ >> , 김지완 과 함께 주연으로 출연하였다.
미우나_고우나	한지혜	starring	이후에는 김지석 ,  << _obj_ >> , 조동혁, 유인영, 이상윤 과 함께 KBS 일일연속극 《 << _sbj_ >> 》에서 조동혁이 연기한 나선재의 옛 애인이자 이상윤이 연기한 서우진과 새로운 사랑을 키워나가는 동물병원 수의사인 황지영을 연기했다.
스타의_연인	유지태	starring	 이후 최지우,  << _obj_ >> , 이기우 , 차예련이 출연한 SBS 미니시리즈 《 << _sbj_ >> 》에 여대생으로 카메오 출연하였고, 그 해 5월부터 10월까지 희극인 유세윤과 함께 MBC의 예능 프로그램 《행복주식회사》의 진행자를 맡았다.
아름다운_그대에게_(드라마)	김지원_(1992년)	starring	 이후 일본의 만화가 나카조 히사야의 동명의 순정 만화를 원작으로 하는 설리 , 민호, 이현우 ,  << _obj_ >> 이 주연을 맡은 SBS 미니시리즈 《 << _sbj_ >> 》에 극 중의 학교 지니 남자체육고등학교의 유일한 여교사인 국어교사 이소정 역으로 출연했다.
더_이상은_못_참아	김진우_(1983년_7월)	starring	2013년 여름에는 백일섭, 선우용녀,  << _obj_ >> 와 함께 JTBC의 JTBC 일일연속극 《 << _sbj_ >> 》에 출연하여 황종갑과 길복자의 늦둥이 막내딸이자 중학교 영어교사인 황선주를 연기하였다.
더_이상은_못_참아	백일섭	starring	2013년 여름에는  << _obj_ >> , 선우용녀, 김진우 와 함께 JTBC의 JTBC 일일연속극 《 << _sbj_ >> 》에 출연하여 황종갑과 길복자의 늦둥이 막내딸이자 중학교 영어교사인 황선주를 연기하였다.
갑동이	김민정_(배우)	starring	 2014년에는 1980년대와 1990년대에 대한민국을 뒤흔든 화성 연쇄 살인 사건에서 영감을 받은 윤상현 , 성동일,  << _obj_ >> , 이준 , 김지원  주연의 tvN의 범죄 금토드라마 《 << _sbj_ >> 》에서 이준이 연기한 살인마 류태오에게 희생된 짚공예가 순심 역으로 출연했다.
아메리칸_셰프	존_패브로	starring	 앨런 테일러 감독의 드라마 《왕좌의 게임》과 영화 《》, 《터미네이터 제니시스》,  << _obj_ >>  감독의 《 << _sbj_ >> 》의 촬영 감독으로 일했다.
아메리칸_셰프	존_패브로	director	 앨런 테일러 감독의 드라마 《왕좌의 게임》과 영화 《》, 《터미네이터 제니시스》,  << _obj_ >>  감독의 《 << _sbj_ >> 》의 촬영 감독으로 일했다.
와호장룡	장쯔이	starring	 충칭 시 출신으로, 영화 《 << _sbj_ >> 》에서  << _obj_ >> 의 상대 스턴트 역으로 데뷔하였다.
스파이_브릿지	스티븐_스필버그	director	 《금발이 너무해》 삼부작과 롭 마셜, 조너선 데미 감독의 작품 일부, 니콜라스 빈딩 레픈 감독의 《드라이브 》,  << _obj_ >>  감독의 《 << _sbj_ >> 》, 데이미언 셔젤 감독의 《라라랜드》 등의 영화를 프로듀싱했다.
다니옐_수바시치	크로아티아_축구_국가대표팀	team	 2016년 6월 21일, 그는  << _obj_ >> 와의 일전에서 페널티킥을 찼지만  << _sbj_ >> 의 손에 걸렸고, 1-2 패배를 막지 못했다.
미션_임파서블_2	오우삼	director	 토니 스콧 감독의 《트루 로맨스》, 《스파이 게임》, 《맨 온 파이어》, 마이클 베이 감독의 《나쁜 녀석들 》, 《아일랜드 》,  << _obj_ >>  감독의 《페이스 오프 》, 《 << _sbj_ >> 》, 그리고 저스틴 린 감독의 분노의 질주 시리즈에서 편집을 담당했다.
위대한_명탐정_바실	론_클레먼츠	director	 월트 디즈니 애니메이션 스튜디오 소속으로서 동료  << _obj_ >> 와 같이 《 << _sbj_ >> 》, 《인어공주 》, 《알라딘 》, 《헤라클레스 》, 《공주와 개구리》, 《모아나》를 만들었다.
헤라클레스_(1997년_영화)	론_클레먼츠	director	 월트 디즈니 애니메이션 스튜디오 소속으로서 동료  << _obj_ >> 와 같이 《위대한 명탐정 바실》, 《인어공주 》, 《알라딘 》, 《 << _sbj_ >> 》, 《공주와 개구리》, 《모아나》를 만들었다.
비우티풀	알레한드로_곤살레스_이냐리투	director	  << _obj_ >>  감독의 초기작 《바벨 》, 《 << _sbj_ >> 》과 커티스 핸슨의 《8마일》, 리안의 《브로크백 마운틴》, 《색, 계》, 벤 애플렉의 《아르고 》, 마틴 스코세이지의 《더 울프 오브 월 스트리트》의 촬영을 담당했다.
파이터_(2010년_영화)	데이비드_O._러셀	director	  << _obj_ >>  감독의 영화 《 << _sbj_ >> 》, 《아메리칸 허슬》의 단역으로 출연했다.
아는_형님	민경훈	starring	 JTBC의 예능 《 << _sbj_ >> 》의 멤버인 김희철 과  << _obj_ >> 의 듀엣곡이다.
발두아즈_주	프랑스	country	루아시앙프랑스는  << _obj_ >>  일드프랑스  << _sbj_ >> 에 위치한 도시로 면적은 14.09㎢, 인구는 2,833명, 인구 밀도는 200명/㎢이다.
훠궈	중화인민공화국	country	샤오훼이양은  << _obj_ >> 의  << _sbj_ >>  전문 체인점이다.
바딘	베트남	country	바딘 광장은  << _obj_ >> , 하노이의  << _sbj_ >>  구역에 있는 광장이다.
발두어_폰_시라흐	아르투어_악스만	successor	 초대 국가청소년지도자는  << _sbj_ >> 이고 그 후임은  << _obj_ >> 이었다.
스노든_(영화)	올리버_스톤	director	 대니 보일의 《28일 후》, 《슬럼독 밀리어네어》, 《127시간》, 라스 폰 트리에의 《안티크라이스트》,  << _obj_ >> 의 《 << _sbj_ >> 》 등의 영화의 촬영을 담당하였다.
뉴캐슬언더라임	스태퍼드셔_주	country	뉴캐슬언더라임 구는 잉글랜드  << _obj_ >> 에 위치한 비도시 자치구로 중심 도시는  << _sbj_ >> 이며 인구는 126,052명, 면적은 211.0㎢이다.
캐넉	잉글랜드	country	캐넉체이스 구는  << _obj_ >>  스태퍼드셔 주에 위치한 비도시 자치구로 중심 도시는  << _sbj_ >> 이며 인구는 98,549명, 면적은 78.9㎢이다.
올모스트_페이머스	캐머런_크로	director	 에드워드 즈윅의 《가을의 전설》, 《라스트 사무라이》, 프랜시스 포드 코폴라의 《잭 》, 테런스 맬릭의 《씬 레드 라인》,  << _obj_ >> 의 《 << _sbj_ >> 》, 벤 애플렉의 《가라, 아이야, 가라》, 셰인 블랙의 《아이언맨 3》 등에서 촬영을 담당하였다.
에핑_(에식스_주)	에식스_주	country	에핑포리스트 구는 잉글랜드  << _obj_ >> 에 위치한 비도시 자치구로 중심 도시는  << _sbj_ >> 이며 인구는 128,777명, 면적은 338.99㎢이다.
헨리크_라르손	FC_바르셀로나	team	이 팀의 대표 선수로는 스웨덴 축구 국가대표팀과  << _obj_ >> , 셀틱 FC 등에서 활약한  << _sbj_ >> 이 있다.
헨리크_라르손	셀틱_FC	team	이 팀의 대표 선수로는 스웨덴 축구 국가대표팀과 FC 바르셀로나,  << _obj_ >>  등에서 활약한  << _sbj_ >> 이 있다.
에일즈베리	버킹엄셔_주	country	에일즈베리베일은 잉글랜드  << _obj_ >> 에 위치한 비도시 자치구로 중심 도시는  << _sbj_ >> 이며 인구는 184,560명, 면적은 902.75㎢이다.
폴_레노	막심_베이강	successor	 이곳에 수용된 인사 중에는 테니스 선수 진 보로트라, 전 총리 에두아르 달라디에와  << _sbj_ >> , 전 참모총장  << _obj_ >> 과 모리스 가믈랭, 샤를 드 골의 누나 마리아녜스 카이오, 우익연맹의 지도자이자 레지스탕스 최측근인 프랑수아 드 라 로크, 프랑스 노동조합 지휘자 레옹 주오 등이 있었다.
폴_레노	에두아르_달라디에	successor	 이곳에 수용된 인사 중에는 테니스 선수 진 보로트라, 전 총리  << _obj_ >> 와  << _sbj_ >> , 전 참모총장 막심 베이강과 모리스 가믈랭, 샤를 드 골의 누나 마리아녜스 카이오, 우익연맹의 지도자이자 레지스탕스 최측근인 프랑수아 드 라 로크, 프랑스 노동조합 지휘자 레옹 주오 등이 있었다.
내셔널_바스켓볼_리그_(미국)	디트로이트_피스턴스	team	 과거 아메리카 농구 협회/ << _sbj_ >> /전미 농구 협회  << _obj_ >> /디트로이트 피스턴스의 홈경기장으로 사용했다.
시데하라_기주로	요시다_시게루	successor	1부 '상징 천황'에서는 헌법문제 담당 대신 마쓰모토 조우지와 공작 고노에 후미마로의 불화를 중심축으로 하여 일본의 내각총리대신  << _sbj_ >> , 일본의 외무대신  << _obj_ >>  등이 활동하던 모습을 그리고 있다.
차두리	FC_서울	team	 최용수 감독은 장쑤의 파격적인 제안에 처음에 흔들린 것은 사실이었지만  << _obj_ >> 과  << _sbj_ >> , 박주영등 자신 때문에 서울에 입단한 선수들과의 의리 때문에 잔류를 택하였다고 밝혔다.
후한_안제	후한_순제	child	채옹은 후한 화제의 묘호인 목종,  << _sbj_ >> 의 묘호 공종,  << _obj_ >> 의 묘호 경종, 후한 환제의 묘호 위종을 모두 없애자고 건의하였으며, 이것이 받아들여져 그대로 시행되었다.
페텐_주	과테말라	country	플로레스는  << _obj_ >>  북부에 위치한 도시로  << _sbj_ >> 의 주도이며 인구는 13,700명이다.
UEFA_챔피언스리그_2010-11	FC_바르셀로나	team	  << _sbj_ >>  우승 팀인  << _obj_ >> 와 UEFA 유로파리그 2010-11 우승 팀인 FC 포르투가 맞붙었다.
윈스턴세일럼	미국	country	캐롤라이나 선더버즈는  << _obj_ >>  노스캐롤라이나 주  << _sbj_ >> 을 연고지로 하는 페더럴 하키 리그 소속 아이스 하키팀( 2017~2018시즌 참가할 예정이다.
그랜_토리노	클린트_이스트우드	starring	  << _obj_ >> 와 함께 하며 《블러드 워크 》를 시작으로 《밀리언 달러 베이비》, 《아버지의 깃발 》, 《이오지마에서 온 편지》, 《 << _sbj_ >> 》 등 그의 대부분의 연출 작품에서 촬영 감독을 담당하고 있다.
그랜_토리노	클린트_이스트우드	director	  << _obj_ >> 와 함께 하며 《블러드 워크 》를 시작으로 《밀리언 달러 베이비》, 《아버지의 깃발 》, 《이오지마에서 온 편지》, 《 << _sbj_ >> 》 등 그의 대부분의 연출 작품에서 촬영 감독을 담당하고 있다.
블러드_워크_(2002년_영화)	클린트_이스트우드	starring	  << _obj_ >> 와 함께 하며 《 << _sbj_ >> 》를 시작으로 《밀리언 달러 베이비》, 《아버지의 깃발 》, 《이오지마에서 온 편지》, 《그랜 토리노》 등 그의 대부분의 연출 작품에서 촬영 감독을 담당하고 있다.
블러드_워크_(2002년_영화)	클린트_이스트우드	director	  << _obj_ >> 와 함께 하며 《 << _sbj_ >> 》를 시작으로 《밀리언 달러 베이비》, 《아버지의 깃발 》, 《이오지마에서 온 편지》, 《그랜 토리노》 등 그의 대부분의 연출 작품에서 촬영 감독을 담당하고 있다.
밀리언_달러_베이비	클린트_이스트우드	starring	  << _obj_ >> 와 함께 하며 《블러드 워크 》를 시작으로 《 << _sbj_ >> 》, 《아버지의 깃발 》, 《이오지마에서 온 편지》, 《그랜 토리노》 등 그의 대부분의 연출 작품에서 촬영 감독을 담당하고 있다.
밀리언_달러_베이비	클린트_이스트우드	director	  << _obj_ >> 와 함께 하며 《블러드 워크 》를 시작으로 《 << _sbj_ >> 》, 《아버지의 깃발 》, 《이오지마에서 온 편지》, 《그랜 토리노》 등 그의 대부분의 연출 작품에서 촬영 감독을 담당하고 있다.
Wii_리모컨	Wii_리모컨	successor	  << _sbj_ >> ,  << _obj_ >> , Wii 밸런스 보드 등의 전작 Wii의 대부분의 주변 기기 하드웨어는 새로운 콘솔과의 동작이 확인되었으며 콘솔은 모든 Wii 및 버추얼 콘솔 타이틀과 하위 호환성이 된다.
하드라마우트_주	예멘	country	  << _obj_ >> 의 토착종으로  << _sbj_ >>  애쉬 샤하르에서 발견된다.
엔리케_카스트로_곤살레스	스포르팅_히혼	team	 그는 그의 유년시절 우상인  << _sbj_ >> 의 발자취를 따라 지역 클럽인  << _obj_ >> 에서 입단하였고, 프로무대에서 대 도약을 하였다.
루이스_아라고네스	스페인_축구_국가대표팀	team	전 스페인 U-21 축구 국가대표팀 일원으로, 비야는 2005년 2월 9일,  << _sbj_ >> 의 부름을 받아 에스타디오 델 메디테라네오에서 열린 산마리노 축구 국가대표팀와의 2006년 FIFA 월드컵 예선에서 국가대표팀 경기에 처음으로 출전하였고,  << _obj_ >> 이 5-0으로 이겼고, 국가대표팀 1호골은 슬로바키아 축구 국가대표팀와의 2006년 FIFA 월드컵 예선 막판 동점골이었다.
프리드리히_빌헬름_3세	프리드리히_빌헬름_4세	child	 아버지는 프로이센의 왕자인 빌헬름 1세였고, 큰아버지는  << _obj_ >> 였으며, 당시 프로이센의 국왕은  << _sbj_ >> 로 갓 태어난 프리드리히의 할아버지였다.
프리드리히_빌헬름_3세	프리드리히_빌헬름_4세	successor	 아버지는 프로이센의 왕자인 빌헬름 1세였고, 큰아버지는  << _obj_ >> 였으며, 당시 프로이센의 국왕은  << _sbj_ >> 로 갓 태어난 프리드리히의 할아버지였다.
프리드리히_빌헬름_3세	빌헬름_1세	child	 아버지는 프로이센의 왕자인  << _obj_ >> 였고, 큰아버지는 프리드리히 빌헬름 4세였으며, 당시 프로이센의 국왕은  << _sbj_ >> 로 갓 태어난 프리드리히의 할아버지였다.
탈린_대학	에스토니아	country	1950년 이후  << _obj_ >> 에서 살았고, 그녀는 1973년에  << _sbj_ >> 의 교육 학과를 졸업했다.
케일러_나바스	코스타리카_축구_국가대표팀	team	  << _obj_ >> 에서도 활약하고 있으며 현재  << _sbj_ >> 에 이어 2순위 골키퍼로 활약하고 있다.
필바라	오스트레일리아	country	  << _obj_ >>  웨스턴오스트레일리아 주의  << _sbj_ >> 와 애쉬버튼, 머치슨 지역에서 주로 발견된다.
구르마_현	부르키나파소	country	파다응구르마는  << _obj_ >>  동부에 위치한 도시로 동부 주 의 주도이자  << _sbj_ >> 의 현도이며 높이는 294m, 인구는 51,421명이다.
타하르_주	아프가니스탄	country	탈로칸은  << _sbj_ >> 의 주도로,  << _obj_ >>  북동부에 위치하고 있다.
피에트로_모체니고	안드레아_벤드라민	successor	1473년 도제 선출에서 마르첼로는 미래의 도제들인  << _sbj_ >> ,  << _obj_ >> 을 제치고 승리했다.
나이앤틱_(기업)	미국	country	존 행키는  << _obj_ >> 의 기업가로, 포켓몬 고와 인그레스의 제작사로 유명한 모바일 응용 소프트웨어 기업  << _sbj_ >> 의 창업자이다.
마이멘싱	방글라데시	country	마이멘싱 구는  << _obj_ >>  북부에 위치한 구로 행정 중심지는  << _sbj_ >> 이며 면적은 10,485㎢, 인구는 11,370,000명이다.
슬로님	벨라루스	country	치한은  << _obj_ >>  흐로드나주  << _sbj_ >>  지구 흘라시에비치의 한 마을에서 태어났다.
로이틀링겐	독일	country	슈프로이어호프 거리는  << _obj_ >>  바덴뷔르템베르크 주  << _sbj_ >> 에 있는 거리로 세계에서 가장 좁은 거리이다.
AFC_챔피언스리그_2007	성남_FC	team	 2007년 3월 팀과 3년 재계약에 합의하였고, 4월 11일  << _sbj_ >>   << _obj_ >> 와의 경기에서 첫 골을 기록하였다.
노노우티	키리바시	country	데이비드 카토아타우는 1984년 7월 17일  << _obj_ >>   << _sbj_ >> 에서 태어났다.
오렌지워크_구	벨리즈	country	오렌지워크는  << _obj_ >> 에서 4번째로 큰 도시로  << _sbj_ >> 의 행정 중심지이며 인구는 13,708명이다.
007_살인번호	숀_코너리	starring	  << _obj_ >> 가 주연한 초창기의 제임스 본드 영화 시리즈 《 << _sbj_ >> 》, 《007 위기일발》, 《썬더볼 작전》 등을 연출하였다.
